,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
6570,6571,1.0,Ideal,E,SI2,60.7,55.0,4077,6.39,6.33,3.86
35730,35731,0.3,Premium,D,VS2,62.3,58.0,911,4.32,4.29,2.68
15806,15807,1.0,Ideal,E,SI1,62.4,55.0,6324,6.34,6.42,3.98
37734,37735,0.5,Very Good,F,SI2,62.2,54.0,997,5.08,5.14,3.18
52307,52308,0.29,Premium,E,SI1,58.4,60.0,548,4.34,4.32,2.53
2676,2677,0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52
20864,20865,1.06,Premium,F,VVS2,61.8,58.0,9082,6.54,6.5,4.03
16860,16861,1.0,Premium,G,VS1,62.4,59.0,6727,6.4,6.35,3.98
8642,8643,1.0,Ideal,F,SI2,61.2,57.0,4452,6.48,6.39,3.94
32841,32842,0.36,Premium,F,VS2,62.0,59.0,807,4.56,4.51,2.81
9511,9512,1.05,Very Good,I,VS2,63.1,58.0,4612,6.47,6.42,4.07
21942,21943,1.51,Ideal,H,SI1,61.3,56.0,10012,7.44,7.4,4.55
47450,47451,0.53,Ideal,D,VS2,62.1,55.0,1857,5.17,5.2,3.22
9807,9808,1.16,Ideal,I,SI1,61.7,56.0,4668,6.76,6.7,4.15
21584,21585,1.45,Very Good,I,IF,60.6,61.0,9683,7.32,7.41,4.46
7864,7865,1.0,Good,E,SI2,62.1,61.0,4307,6.36,6.4,3.96
37209,37210,0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79
19152,19153,1.5,Fair,I,SI1,56.7,63.0,7912,7.52,7.57,4.28
49987,49988,0.73,Good,F,SI2,58.1,62.0,2191,5.92,5.93,3.44
41269,41270,0.31,Ideal,I,VS1,61.7,54.6,502,4.38,4.39,2.71
35048,35049,0.42,Ideal,I,VVS1,62.4,57.0,884,4.79,4.83,3.0
14511,14512,1.14,Ideal,H,SI1,60.4,57.0,5861,6.78,6.83,4.11
30877,30878,0.33,Premium,E,SI1,61.1,58.0,743,4.47,4.43,2.72
24803,24804,1.63,Good,F,SI1,59.8,56.0,13187,7.57,7.64,4.55
40104,40105,0.33,Premium,G,VVS1,61.4,60.0,1114,4.44,4.39,2.71
20237,20238,1.5,Premium,H,SI1,61.6,58.0,8669,7.33,7.38,4.53
10370,10371,1.06,Premium,F,SI1,62.4,58.0,4774,6.51,6.56,4.07
44023,44024,0.51,Ideal,E,SI1,62.2,57.0,1546,5.12,5.08,3.17
53809,53810,0.7,Ideal,H,VS2,61.4,56.0,2733,5.72,5.75,3.52
31466,31467,0.34,Premium,I,VVS2,61.5,60.0,765,4.49,4.45,2.75
29837,29838,0.3,Premium,D,VS2,62.2,60.0,710,4.28,4.3,2.67
31879,31880,0.3,Ideal,H,VVS2,62.8,57.0,776,4.25,4.22,2.66
14931,14932,1.22,Premium,I,VS1,61.1,58.0,6012,6.84,6.91,4.2
12534,12535,1.02,Ideal,D,SI1,62.3,56.0,5266,6.49,6.45,4.03
21586,21587,1.03,Ideal,G,VVS1,61.5,57.0,9691,6.47,6.52,3.99
3547,3548,0.91,Premium,H,SI1,60.9,58.0,3414,6.26,6.22,3.8
47147,47148,0.51,Ideal,D,VS2,61.0,57.0,1832,5.18,5.15,3.15
26715,26716,0.32,Ideal,F,VS2,62.2,55.0,645,4.35,4.37,2.71
49094,49095,0.51,Very Good,G,IF,63.8,58.0,2063,5.06,5.09,3.24
22191,22192,1.37,Very Good,G,VS1,58.3,60.0,10226,7.3,7.35,4.27
52692,52693,0.7,Very Good,F,SI1,60.0,58.0,2553,5.75,5.79,3.46
29506,29507,0.32,Ideal,E,VS2,62.1,55.0,702,4.36,4.4,2.72
19054,19055,1.38,Very Good,H,SI1,63.2,56.0,7836,7.08,7.03,4.46
29198,29199,0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
43941,43942,0.32,Ideal,H,VS1,61.8,53.0,516,4.41,4.43,2.73
33578,33579,0.38,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9
7016,7017,0.92,Good,D,SI1,63.1,58.0,4158,6.11,6.16,3.87
13899,13900,1.01,Premium,E,SI1,59.2,60.0,5656,6.56,6.51,3.87
21744,21745,1.5,Ideal,J,VVS1,62.2,59.0,9814,7.3,7.32,4.55
14726,14727,0.3,Ideal,G,VS1,62.2,55.0,605,4.28,4.31,2.67
53666,53667,0.81,Ideal,J,VS2,62.1,56.0,2708,5.92,5.97,3.69
25270,25271,1.55,Ideal,G,VS2,61.6,55.0,13912,7.45,7.48,4.6
30863,30864,0.33,Premium,G,VS2,61.3,59.0,743,4.46,4.44,2.73
15050,15051,0.3,Ideal,F,VS2,61.4,57.0,605,4.34,4.36,2.67
40345,40346,0.51,Good,G,SI2,63.6,54.0,1129,5.08,5.05,3.22
49157,49158,0.5,Premium,G,VVS1,61.0,60.0,2070,5.12,5.08,3.11
24389,24390,0.41,Very Good,E,SI2,63.0,57.0,638,4.7,4.73,2.97
13308,13309,1.02,Good,D,SI1,63.5,61.0,5497,6.27,6.35,4.01
17494,17495,1.27,Very Good,I,VS1,60.6,59.0,7031,7.04,6.96,4.24
51708,51709,0.8,Fair,G,SI2,67.1,56.0,2400,5.76,5.73,3.85
4920,4921,1.21,Good,E,I1,63.3,63.0,3726,6.67,6.72,4.24
12130,12131,0.93,Ideal,H,VS1,61.8,57.0,5171,6.23,6.27,3.86
7619,7620,1.01,Very Good,D,SI2,61.8,57.0,4260,6.42,6.47,3.98
13155,13156,1.01,Premium,D,SI1,62.6,58.0,5443,6.33,6.44,4.0
35660,35661,0.31,Good,G,VVS2,63.8,56.0,907,4.28,4.24,2.72
119,120,0.8,Ideal,F,SI2,59.9,59.0,2762,6.01,6.07,3.62
44918,44919,0.53,Premium,F,VS2,61.4,60.0,1631,5.18,5.21,3.19
18560,18561,1.0,Very Good,D,VS1,61.2,62.0,7567,6.35,6.39,3.9
37288,37289,0.24,Very Good,E,VVS2,63.4,57.0,485,3.95,3.97,2.51
16917,16918,1.24,Very Good,I,VS1,59.4,58.0,6754,7.04,7.09,4.2
33750,33751,0.31,Ideal,F,VVS1,62.3,54.0,840,4.34,4.36,2.71
7676,7677,1.2,Very Good,F,SI2,63.3,59.0,4274,6.7,6.66,4.23
12552,12553,1.01,Premium,G,SI1,62.9,61.0,5273,6.35,6.33,3.99
53108,53109,0.8,Premium,I,VS2,62.9,61.0,2616,5.84,5.77,3.65
22281,22282,1.7,Premium,H,VS2,60.6,58.0,10333,7.72,7.65,4.66
27818,27819,0.34,Premium,G,SI1,59.7,59.0,650,4.54,4.5,2.7
14433,14434,0.9,Ideal,F,VS2,60.8,57.0,5828,6.22,6.24,3.79
40538,40539,0.36,Premium,G,IF,62.5,60.0,1148,4.53,4.49,2.82
22671,22672,1.22,Very Good,F,VVS2,60.7,62.0,10719,6.81,6.84,4.14
33001,33002,0.34,Ideal,G,VVS1,60.4,56.0,813,4.52,4.55,2.74
11031,11032,0.9,Very Good,E,VS2,62.1,55.0,4919,6.14,6.23,3.84
18619,18620,1.01,Very Good,E,VS1,63.9,58.0,7597,6.31,6.36,4.05
50146,50147,0.73,Ideal,I,SI1,62.0,57.0,2215,5.74,5.77,3.56
32066,32067,0.33,Ideal,D,SI1,62.7,55.0,780,4.44,4.4,2.77
29679,29680,0.41,Ideal,J,VS1,62.8,56.0,707,4.73,4.79,2.99
42180,42181,0.5,Premium,G,SI1,62.9,59.0,1286,5.09,5.06,3.19
17027,17028,1.02,Ideal,H,VVS2,62.1,55.0,6797,6.5,6.46,4.02
52760,52761,0.62,Ideal,D,VS1,61.0,57.0,2562,5.51,5.54,3.37
27488,27489,1.63,Ideal,F,VS1,61.6,57.0,18179,7.53,7.61,4.66
24878,24879,1.62,Premium,F,SI1,62.6,58.0,13298,7.53,7.48,4.7
9549,9550,1.0,Very Good,E,SI2,62.4,57.0,4620,6.33,6.4,3.97
29684,29685,0.32,Ideal,F,VS2,62.6,57.0,707,4.41,4.37,2.75
37594,37595,0.24,Very Good,E,VVS2,62.2,60.0,485,3.97,4.01,2.48
46134,46135,0.54,Good,F,VS2,64.2,53.8,1745,5.12,5.19,3.31
15173,15174,1.01,Very Good,H,VVS2,63.3,57.0,6097,6.39,6.35,4.03
27095,27096,2.25,Premium,H,SI1,61.5,61.0,17233,8.47,8.41,5.19
52554,52555,0.7,Ideal,F,VS2,62.0,57.0,2535,5.71,5.67,3.53
12279,12280,1.2,Good,I,SI1,63.9,56.0,5211,6.62,6.69,4.25
32874,32875,0.41,Ideal,G,SI2,60.9,56.0,810,4.84,4.81,2.94
36535,36536,0.4,Ideal,I,VS1,63.0,56.0,945,4.72,4.68,2.96
14261,14262,1.24,Premium,E,SI1,58.5,60.0,5775,7.08,7.01,4.11
51357,51358,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
53213,53214,0.7,Ideal,F,SI1,61.8,54.0,2635,5.71,5.75,3.54
14001,14002,1.2,Premium,I,VS2,62.6,58.0,5699,6.77,6.72,4.22
5302,5303,1.01,Premium,E,SI2,61.8,61.0,3801,6.35,6.29,3.9
30618,30619,0.34,Premium,I,SI1,62.7,58.0,447,4.4,4.43,2.77
34682,34683,0.33,Ideal,E,VS2,61.9,55.0,873,4.46,4.49,2.77
40924,40925,0.3,Ideal,F,SI1,62.0,55.1,499,4.29,4.32,2.67
6032,6033,0.33,Very Good,I,VS1,59.9,62.0,575,4.48,4.57,2.71
970,971,0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
21789,21790,1.56,Very Good,I,VS1,62.7,58.0,9857,7.42,7.37,4.64
31444,31445,0.34,Premium,G,VS2,60.3,54.0,765,4.56,4.53,2.74
2038,2039,0.7,Ideal,E,VS1,62.2,58.0,3107,5.62,5.69,3.52
22486,22487,1.5,Premium,D,SI2,59.9,62.0,10517,7.4,7.37,4.42
36707,36708,0.46,Ideal,J,VVS1,61.8,56.0,953,4.93,4.97,3.06
36749,36750,0.33,Ideal,F,VVS1,61.9,55.0,955,4.42,4.44,2.74
37187,37188,0.32,Ideal,D,VVS1,61.8,56.0,973,4.4,4.37,2.71
10044,10045,0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63
8371,8372,0.31,Good,F,VS2,63.7,59.0,583,4.26,4.31,2.73
27543,27544,2.51,Fair,H,SI2,64.7,57.0,18308,8.44,8.5,5.48
41151,41152,0.45,Good,D,VS2,63.7,61.0,1197,4.81,4.73,3.04
43122,43123,0.6,Premium,D,SI2,61.4,56.0,1385,5.43,5.41,3.33
35268,35269,0.3,Very Good,G,IF,62.8,57.0,895,4.28,4.32,2.7
52649,52650,0.24,Very Good,E,VVS2,58.5,59.0,552,4.04,4.09,2.38
22659,22660,1.21,Premium,D,VS1,62.6,56.0,10706,6.83,6.74,4.25
45417,45418,0.55,Ideal,E,SI1,60.6,56.0,1668,5.33,5.3,3.22
30961,30962,0.46,Ideal,J,VS2,61.4,56.0,746,4.96,5.0,3.06
41770,41771,0.54,Ideal,E,SI2,60.7,56.0,1246,5.25,5.3,3.2
51994,51995,0.71,Ideal,G,VS2,62.9,56.0,2443,5.73,5.68,3.59
19651,19652,1.7,Premium,H,SI2,59.8,61.0,8263,7.67,7.62,4.57
46795,46796,0.5,Good,G,VVS2,63.9,58.0,1806,5.05,5.0,3.21
17124,17125,1.04,Ideal,G,VS1,61.5,55.0,6831,6.54,6.55,4.02
10742,10743,1.05,Very Good,E,SI2,62.3,56.0,4851,6.47,6.54,4.05
41658,41659,0.58,Very Good,H,SI1,58.4,59.0,1239,5.48,5.51,3.21
4932,4933,0.91,Fair,D,SI1,64.7,61.0,3730,6.06,5.99,3.9
36248,36249,0.41,Ideal,E,VS2,62.5,55.0,935,4.74,4.77,2.97
20918,20919,1.49,Ideal,H,SI1,62.4,56.0,9132,7.28,7.24,4.53
29081,29082,0.36,Ideal,H,VVS2,61.4,55.0,689,4.57,4.6,2.82
23368,23369,0.23,Good,F,VVS2,62.3,61.0,425,3.93,3.94,2.45
16773,16774,1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
38002,38003,0.43,Premium,G,VS1,62.2,59.0,1008,4.84,4.81,3.0
17309,17310,1.05,Premium,G,VS1,61.6,58.0,6936,6.48,6.51,4.0
31419,31420,0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94
7788,7789,0.9,Very Good,E,SI1,62.9,56.0,4286,6.09,6.12,3.84
23888,23889,1.52,Very Good,G,VS2,63.4,58.0,11986,7.31,7.24,4.61
30949,30950,0.32,Very Good,H,SI1,61.9,59.0,449,4.38,4.41,2.72
16382,16383,1.04,Very Good,G,VS1,63.2,56.0,6541,6.39,6.46,4.06
49885,49886,0.63,Premium,H,VVS1,61.3,61.0,2177,5.49,5.44,3.35
42755,42756,0.54,Very Good,D,SI2,63.2,57.0,1343,5.19,5.16,3.27
334,335,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56
27980,27981,0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
21808,21809,1.03,Ideal,F,VVS1,61.3,54.0,9881,6.56,6.62,4.04
11542,11543,1.21,Good,J,VVS2,63.7,56.0,5028,6.71,6.67,4.26
32811,32812,0.34,Ideal,E,VS1,61.8,56.0,805,4.47,4.51,2.78
30662,30663,0.4,Premium,F,SI1,62.5,59.0,737,4.67,4.71,2.93
32122,32123,0.47,Ideal,G,SI2,61.3,56.0,784,4.98,5.01,3.06
4396,4397,0.31,Good,D,SI1,63.7,54.0,571,4.31,4.35,2.76
43247,43248,0.42,Ideal,G,IF,60.4,55.0,1400,4.85,4.86,2.93
38848,38849,0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94
53356,53357,0.7,Good,E,VS1,65.5,57.0,2657,5.46,5.54,3.6
52599,52600,0.7,Ideal,E,SI1,62.2,57.0,2542,5.72,5.67,3.54
21801,21802,1.36,Very Good,D,SI1,59.5,61.0,9874,7.21,7.24,4.3
3423,3424,0.7,Ideal,G,VS1,60.5,56.0,3384,5.77,5.79,3.5
21576,21577,1.6,Ideal,J,VS2,62.1,56.0,9681,7.47,7.51,4.65
26878,26879,2.01,Very Good,I,VS1,64.4,56.0,16811,7.84,7.9,5.07
49508,49509,0.5,Very Good,F,VVS1,62.2,57.0,2121,5.03,5.07,3.14
17951,17952,1.55,Premium,I,SI2,61.5,58.0,7256,7.39,7.46,4.57
51394,51395,0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
8103,8104,1.03,Ideal,J,SI2,60.6,56.0,4347,6.58,6.57,3.99
29808,29809,0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73
26951,26952,2.19,Premium,H,SI1,61.6,58.0,17016,8.35,8.3,5.13
35719,35720,0.3,Premium,D,VS2,60.4,59.0,911,4.35,4.32,2.62
33552,33553,0.3,Ideal,G,IF,62.3,52.8,830,4.29,4.33,2.69
13304,13305,1.11,Ideal,H,SI2,61.2,56.0,5496,6.7,6.69,4.1
42580,42581,0.53,Ideal,G,SI1,62.4,55.0,1329,5.21,5.18,3.24
41171,41172,0.4,Premium,G,VVS1,61.5,58.0,1200,4.74,4.69,2.9
22036,22037,0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63
47642,47643,0.23,Very Good,D,VVS1,62.4,58.0,530,3.91,3.97,2.46
32937,32938,0.37,Ideal,E,VS2,61.9,53.0,811,4.62,4.65,2.87
51808,51809,0.72,Ideal,E,SI1,60.9,57.0,2416,5.83,5.86,3.56
9372,9373,0.32,Premium,D,SI1,60.8,58.0,589,4.41,4.44,2.69
49164,49165,0.58,Premium,G,VS1,59.9,58.0,2071,5.49,5.37,3.25
20302,20303,1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04
28152,28153,0.3,Ideal,H,VVS1,61.1,58.0,665,4.33,4.35,2.65
36807,36808,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65
20393,20394,0.31,Very Good,G,VS1,62.2,56.0,625,4.32,4.36,2.7
6468,6469,0.9,Very Good,E,SI1,62.2,60.0,4054,6.14,6.17,3.83
7547,7548,0.96,Very Good,G,SI1,63.2,57.0,4247,6.27,6.23,3.95
10350,10351,0.9,Premium,F,VS1,59.0,58.0,4770,6.29,6.33,3.72
30926,30927,0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
26469,26470,2.03,Very Good,J,VVS2,63.2,60.0,16043,7.94,7.88,5.0
7454,7455,0.78,Very Good,D,VS1,60.5,55.0,4234,6.0,6.03,3.64
1181,1182,0.71,Ideal,G,VS1,62.6,57.0,2930,5.67,5.7,3.56
3615,3616,0.77,Very Good,D,VS2,63.1,57.0,3428,5.86,5.83,3.69
25051,25052,2.17,Premium,J,SI2,62.3,58.0,13556,8.31,8.26,5.16
37842,37843,0.33,Ideal,D,VS2,62.3,57.0,1002,4.45,4.41,2.76
24369,24370,0.41,Ideal,J,VS2,61.8,55.0,637,4.78,4.81,2.96
10620,10621,1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,4.0
35945,35946,0.3,Ideal,F,SI1,60.2,56.0,475,4.36,4.41,2.64
51894,51895,0.73,Ideal,E,SI2,61.3,54.0,2431,5.8,5.88,3.58
14847,14848,1.51,Good,D,I1,57.0,64.0,5979,7.48,7.53,4.28
39820,39821,0.3,Premium,E,IF,61.9,58.0,1097,4.3,4.26,2.65
43470,43471,0.59,Very Good,D,SI2,62.7,58.0,1419,5.32,5.37,3.35
23359,23360,0.3,Ideal,G,SI1,60.9,57.0,422,4.34,4.39,2.66
19026,19027,0.32,Ideal,H,VS1,62.5,55.0,620,4.36,4.38,2.73
53119,53120,0.58,Ideal,D,VVS2,62.1,57.0,2617,5.32,5.4,3.32
36997,36998,0.35,Ideal,D,VS2,60.6,57.0,964,4.63,4.58,2.79
39424,39425,0.41,Premium,F,VS1,61.1,58.0,1076,4.78,4.74,2.91
12610,12611,1.04,Very Good,F,SI1,60.1,62.0,5290,6.54,6.6,3.95
49269,49270,0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
51902,51903,0.53,Ideal,E,VVS2,61.8,55.0,2433,5.16,5.19,3.2
17981,17982,1.23,Premium,E,SI1,59.2,62.0,7274,7.05,7.0,4.16
14352,14353,1.25,Ideal,H,SI2,61.2,57.0,5810,6.93,6.89,4.23
28970,28971,0.31,Very Good,H,SI1,58.7,60.0,435,4.43,4.47,2.61
44362,44363,0.56,Ideal,E,SI1,60.9,56.0,1580,5.32,5.35,3.25
8728,8729,0.27,Ideal,E,VVS1,62.0,56.0,586,4.16,4.19,2.59
1040,1041,0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
30163,30164,0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
43028,43029,0.63,Ideal,I,SI1,62.0,57.0,1372,5.47,5.49,3.4
43543,43544,0.53,Premium,F,SI1,60.9,59.0,1428,5.21,5.23,3.18
30303,30304,0.3,Very Good,G,VS1,63.5,58.0,725,4.26,4.21,2.69
21723,21724,1.86,Good,G,SI2,63.8,55.0,9791,7.79,7.73,4.95
5562,5563,1.0,Good,F,SI2,59.8,65.0,3858,6.58,6.43,3.9
37906,37907,0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96
43484,43485,0.53,Ideal,F,SI2,61.7,55.0,1421,5.22,5.25,3.23
9247,9248,1.01,Premium,H,VS2,62.9,60.0,4559,6.33,6.22,3.95
20972,20973,1.51,Very Good,I,VS2,61.6,57.0,9185,7.28,7.34,4.5
14816,14817,1.0,Premium,G,VS2,61.5,58.0,5967,6.39,6.36,3.92
21954,21955,1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46
24096,24097,1.66,Ideal,H,VS2,60.1,59.0,12244,7.67,7.64,4.6
42140,42141,0.55,Premium,G,SI2,61.8,56.0,1280,5.28,5.23,3.25
14508,14509,1.01,Premium,D,SI1,61.5,59.0,5860,6.46,6.39,3.95
9786,9787,1.01,Very Good,E,SI2,59.5,59.0,4666,6.54,6.58,3.9
19923,19924,1.56,Very Good,I,SI1,60.2,61.0,8470,7.5,7.59,4.54
35605,35606,0.31,Premium,H,VVS1,62.6,58.0,907,4.33,4.29,2.7
45177,45178,0.58,Very Good,E,VS2,61.9,58.0,1656,5.31,5.36,3.3
22731,22732,1.0,Fair,D,VVS1,56.7,68.0,10752,6.66,6.64,3.77
49555,49556,0.81,Premium,J,VS2,60.6,60.0,2129,6.04,6.0,3.65
35184,35185,0.31,Ideal,G,IF,61.6,55.0,891,4.37,4.39,2.7
42101,42102,0.51,Ideal,F,SI1,62.8,57.0,1274,5.09,5.07,3.19
52964,52965,0.24,Very Good,F,IF,60.0,57.0,552,4.07,4.1,2.45
33108,33109,0.4,Good,G,VS2,59.6,63.0,816,4.77,4.81,2.85
46111,46112,0.53,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22
40394,40395,0.47,Very Good,G,SI1,62.8,56.0,1133,4.96,4.93,3.11
2900,2901,0.8,Very Good,F,VS2,63.3,59.8,3283,5.79,5.83,3.68
13345,13346,1.02,Ideal,H,SI1,59.8,58.0,5505,6.56,6.58,3.93
49650,49651,0.7,Premium,F,SI2,59.6,60.0,2139,5.77,5.71,3.42
10893,10894,1.02,Premium,F,SI1,62.5,56.0,4884,6.44,6.35,4.0
11543,11544,1.03,Very Good,E,SI1,62.6,58.0,5029,6.42,6.49,4.04
35448,35449,0.32,Ideal,E,VS2,62.1,55.0,900,4.4,4.36,2.72
2120,2121,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
48155,48156,0.54,Ideal,D,VS1,62.0,56.0,1941,5.21,5.25,3.24
8263,8264,0.9,Very Good,H,VS2,63.0,57.0,4381,6.09,6.13,3.85
34846,34847,0.3,Ideal,G,VVS2,62.9,55.0,878,4.32,4.3,2.71
22783,22784,1.04,Ideal,F,VVS2,61.6,57.0,10804,6.47,6.51,4.0
4695,4696,1.01,Fair,H,VS1,67.1,59.0,3676,6.16,6.09,4.11
44221,44222,0.57,Premium,F,SI1,62.7,59.0,1571,5.3,5.26,3.31
24923,24924,2.13,Fair,H,SI2,64.5,58.0,13370,8.09,8.01,5.19
51032,51033,0.48,Very Good,D,VVS2,59.5,57.0,2329,5.16,5.12,3.06
24699,24700,0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62
4439,4440,0.73,Good,F,VVS2,59.5,61.0,3616,5.8,5.83,3.46
5041,5042,0.33,Ideal,I,VS1,61.7,55.0,573,4.44,4.47,2.75
40123,40124,0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94
19996,19997,1.54,Very Good,I,VS2,62.0,58.0,8537,7.38,7.43,4.59
15184,15185,1.0,Very Good,F,VS1,58.4,63.0,6098,6.58,6.47,3.81
42411,42412,0.54,Good,D,SI1,63.7,57.0,1310,5.22,5.14,3.3
12143,12144,1.01,Very Good,F,SI1,61.0,57.0,5174,6.44,6.54,3.96
31484,31485,0.34,Premium,G,VS2,61.1,60.0,765,4.53,4.51,2.76
53401,53402,0.72,Very Good,E,VS2,61.4,58.0,2667,5.78,5.82,3.56
6766,6767,1.0,Very Good,I,SI2,62.6,57.0,4107,6.37,6.4,4.0
22850,22851,1.01,Ideal,E,VVS1,62.2,57.0,10887,6.38,6.44,3.99
29067,29068,0.4,Very Good,E,SI1,63.0,57.0,687,4.65,4.68,2.94
43131,43132,0.55,Premium,H,VS2,60.2,59.0,1387,5.36,5.24,3.19
22181,22182,1.5,Premium,G,SI1,60.2,61.0,10219,7.28,7.2,4.36
10627,10628,0.73,Ideal,E,VVS1,62.0,56.0,4830,5.75,5.79,3.58
25873,25874,2.01,Good,H,SI1,62.8,59.0,14968,7.98,8.01,5.02
34599,34600,0.27,Very Good,F,VS2,63.3,58.0,470,4.08,4.1,2.59
29526,29527,0.38,Ideal,I,VS1,61.5,53.9,703,4.66,4.7,2.89
17049,17050,0.3,Ideal,F,VS1,61.8,55.0,612,4.31,4.33,2.67
15233,15234,1.0,Fair,F,VS1,64.8,61.0,6115,6.26,6.21,4.04
46875,46876,0.53,Ideal,E,VS2,61.4,56.0,1813,5.25,5.18,3.2
33116,33117,0.31,Ideal,D,VS2,62.1,55.0,816,4.38,4.32,2.7
51133,51134,0.53,Ideal,D,VS1,61.6,56.0,2340,5.23,5.19,3.21
40110,40111,0.41,Ideal,F,VVS2,61.9,55.0,1115,4.78,4.79,2.96
18081,18082,1.01,Good,G,VVS2,58.2,55.0,7306,6.65,6.68,3.88
26320,26321,2.4,Fair,J,SI2,65.4,56.0,15824,8.35,8.29,5.44
36260,36261,0.37,Ideal,G,VVS1,61.4,55.0,936,4.67,4.71,2.88
35288,35289,0.3,Very Good,H,VS2,60.9,61.0,473,4.32,4.35,2.64
1006,1007,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
18756,18757,1.21,Ideal,G,VS2,62.0,56.0,7666,6.77,6.87,4.23
49546,49547,0.7,Very Good,I,VS1,63.1,54.0,2129,5.61,5.67,3.56
4863,4864,1.02,Premium,I,VS2,61.1,59.0,3713,6.4,6.37,3.9
37040,37041,0.4,Ideal,G,VVS1,61.7,57.0,967,4.75,4.78,2.94
9578,9579,1.08,Premium,G,SI2,62.2,56.0,4627,6.62,6.54,4.09
47686,47687,0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3.18
40693,40694,0.41,Ideal,F,VVS1,62.3,56.0,1157,4.77,4.79,2.98
7058,7059,0.33,Very Good,E,SI1,60.7,57.0,579,4.43,4.47,2.7
19636,19637,1.17,Premium,F,VS2,60.2,58.0,8256,6.88,6.85,4.13
24532,24533,1.52,Premium,D,SI1,59.8,58.0,12823,7.55,7.51,4.5
28316,28317,0.3,Very Good,H,SI1,60.1,55.0,432,4.38,4.41,2.64
16722,16723,0.33,Ideal,H,VS1,61.6,55.0,610,4.46,4.48,2.75
6311,6312,1.13,Good,F,SI2,64.0,58.0,4025,6.58,6.52,4.19
27696,27697,0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
3958,3959,0.91,Good,G,SI1,63.1,63.0,3506,6.11,6.16,3.87
31475,31476,0.34,Ideal,H,VS1,62.5,57.0,765,4.46,4.43,2.78
36977,36978,0.42,Premium,G,VVS2,61.6,60.0,963,4.8,4.85,2.97
23998,23999,1.59,Ideal,H,VS1,61.8,57.0,12157,7.49,7.42,4.61
18082,18083,1.5,Very Good,J,VS2,60.5,63.0,7308,7.32,7.27,4.41
43981,43982,0.32,Ideal,J,VS2,62.1,54.0,393,4.38,4.44,2.74
47391,47392,0.54,Ideal,E,VS2,60.8,57.0,1847,5.29,5.24,3.2
36922,36923,0.41,Ideal,G,VS1,61.4,55.0,961,4.8,4.78,2.94
31511,31512,0.34,Premium,G,VS2,61.2,62.0,765,4.48,4.44,2.73
9987,9988,1.12,Premium,I,SI1,60.8,57.0,4704,6.76,6.7,4.09
45690,45691,0.51,Very Good,E,VS1,60.4,59.0,1697,5.16,5.2,3.13
10325,10326,1.07,Ideal,F,SI2,62.0,57.0,4764,6.6,6.49,4.06
45373,45374,0.58,Ideal,F,VS2,62.1,55.0,1666,5.33,5.37,3.32
27934,27935,0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
32243,32244,0.31,Ideal,H,IF,61.4,56.0,789,4.39,4.41,2.7
32419,32420,0.41,Ideal,D,SI1,61.0,57.0,791,4.78,4.8,2.92
1377,1378,0.7,Very Good,E,VS1,61.5,56.0,2967,5.69,5.75,3.52
31763,31764,0.35,Ideal,H,VVS1,60.9,57.0,773,4.55,4.58,2.78
44038,44039,0.52,Ideal,D,SI1,61.1,57.0,1547,5.19,5.25,3.19
